TID;OMRÅDE;CIVILSTAND;INDHOLD
2011Q2;Albertslund;Total;27799
2011Q2;Albertslund;Never married;13474
2011Q2;Albertslund;Married/separated;10759
2011Q2;Albertslund;Widowed;1067
2011Q2;Albertslund;Divorced;2499
2011Q2;Ballerup;Total;47951
2011Q2;Ballerup;Never married;21528
2011Q2;Ballerup;Married/separated;19249
2011Q2;Ballerup;Widowed;2695
2011Q2;Ballerup;Divorced;4479
2011Q2;Brøndby;Total;33968
2011Q2;Brøndby;Never married;14705
2011Q2;Brøndby;Married/separated;13789
2011Q2;Brøndby;Widowed;2102
2011Q2;Brøndby;Divorced;3372
2011Q2;Gentofte;Total;71772
2011Q2;Gentofte;Never married;33278
2011Q2;Gentofte;Married/separated;28114
2011Q2;Gentofte;Widowed;4175
2011Q2;Gentofte;Divorced;6205
2011Q2;Gladsaxe;Total;65038
2011Q2;Gladsaxe;Never married;31103
2011Q2;Gladsaxe;Married/separated;24349
2011Q2;Gladsaxe;Widowed;3651
2011Q2;Gladsaxe;Divorced;5935
2011Q2;Glostrup;Total;21448
2011Q2;Glostrup;Never married;9918
2011Q2;Glostrup;Married/separated;8046
2011Q2;Glostrup;Widowed;1381
2011Q2;Glostrup;Divorced;2103
2011Q2;Herlev;Total;26595
2011Q2;Herlev;Never married;11736
2011Q2;Herlev;Married/separated;10703
2011Q2;Herlev;Widowed;1673
2011Q2;Herlev;Divorced;2483
2011Q2;Hvidovre;Total;50222
2011Q2;Hvidovre;Never married;23403
2011Q2;Hvidovre;Married/separated;19286
2011Q2;Hvidovre;Widowed;2849
2011Q2;Hvidovre;Divorced;4684
2011Q2;Høje-Taastrup;Total;47864
2011Q2;Høje-Taastrup;Never married;21663
2011Q2;Høje-Taastrup;Married/separated;19831
2011Q2;Høje-Taastrup;Widowed;2210
2011Q2;Høje-Taastrup;Divorced;4160
2011Q2;Ishøj;Total;20978
2011Q2;Ishøj;Never married;9596
2011Q2;Ishøj;Married/separated;8612
2011Q2;Ishøj;Widowed;896
2011Q2;Ishøj;Divorced;1874
2011Q2;Lyngby-Taarbæk;Total;52883
2011Q2;Lyngby-Taarbæk;Never married;24581
2011Q2;Lyngby-Taarbæk;Married/separated;20180
2011Q2;Lyngby-Taarbæk;Widowed;3473
2011Q2;Lyngby-Taarbæk;Divorced;4649
2011Q2;Rødovre;Total;36569
2011Q2;Rødovre;Never married;16758
2011Q2;Rødovre;Married/separated;13811
2011Q2;Rødovre;Widowed;2370
2011Q2;Rødovre;Divorced;3630
2011Q2;Vallensbæk;Total;14444
2011Q2;Vallensbæk;Never married;6022
2011Q2;Vallensbæk;Married/separated;6704
2011Q2;Vallensbæk;Widowed;654
2011Q2;Vallensbæk;Divorced;1064
2011Q2;Allerød;Total;24064
2011Q2;Allerød;Never married;9759
2011Q2;Allerød;Married/separated;11619
2011Q2;Allerød;Widowed;1065
2011Q2;Allerød;Divorced;1621
2011Q2;Egedal;Total;41690
2011Q2;Egedal;Never married;17231
2011Q2;Egedal;Married/separated;20192
2011Q2;Egedal;Widowed;1606
2011Q2;Egedal;Divorced;2661
2011Q2;Fredensborg;Total;39424
2011Q2;Fredensborg;Never married;16524
2011Q2;Fredensborg;Married/separated;17289
2011Q2;Fredensborg;Widowed;1912
2011Q2;Fredensborg;Divorced;3699
2011Q2;Frederikssund;Total;44256
2011Q2;Frederikssund;Never married;18136
2011Q2;Frederikssund;Married/separated;19762
2011Q2;Frederikssund;Widowed;2541
2011Q2;Frederikssund;Divorced;3817
2011Q2;Furesø;Total;38269
2011Q2;Furesø;Never married;15925
2011Q2;Furesø;Married/separated;17292
2011Q2;Furesø;Widowed;1978
2011Q2;Furesø;Divorced;3074
2011Q2;Gribskov;Total;40616
2011Q2;Gribskov;Never married;15917
2011Q2;Gribskov;Married/separated;18552
2011Q2;Gribskov;Widowed;2365
2011Q2;Gribskov;Divorced;3782
2011Q2;Halsnæs;Total;31060
2011Q2;Halsnæs;Never married;12607
2011Q2;Halsnæs;Married/separated;13427
2011Q2;Halsnæs;Widowed;1972
2011Q2;Halsnæs;Divorced;3054
2011Q2;Helsingør;Total;61287
2011Q2;Helsingør;Never married;26477
2011Q2;Helsingør;Married/separated;24629
2011Q2;Helsingør;Widowed;3527
2011Q2;Helsingør;Divorced;6654
2011Q2;Hillerød;Total;47986
2011Q2;Hillerød;Never married;21330
2011Q2;Hillerød;Married/separated;20453
2011Q2;Hillerød;Widowed;2412
2011Q2;Hillerød;Divorced;3791
2011Q2;Hørsholm;Total;24392
2011Q2;Hørsholm;Never married;9404
2011Q2;Hørsholm;Married/separated;11034
2011Q2;Hørsholm;Widowed;1620
2011Q2;Hørsholm;Divorced;2334
2011Q2;Rudersdal;Total;54614
2011Q2;Rudersdal;Never married;23110
2011Q2;Rudersdal;Married/separated;23705
2011Q2;Rudersdal;Widowed;3416
2011Q2;Rudersdal;Divorced;4383
2011Q2;Bornholm;Total;41620
2011Q2;Bornholm;Never married;16563
2011Q2;Bornholm;Married/separated;17692
2011Q2;Bornholm;Widowed;3274
2011Q2;Bornholm;Divorced;4091
2011Q2;Christiansø;Total;105
2011Q2;Christiansø;Never married;42
2011Q2;Christiansø;Married/separated;55
2011Q2;Christiansø;Widowed;5
2011Q2;Christiansø;Divorced;3
2011Q2;Region Sjælland;Total;819071
2011Q2;Region Sjælland;Never married;352180
2011Q2;Region Sjælland;Married/separated;344185
2011Q2;Region Sjælland;Widowed;49910
2011Q2;Region Sjælland;Divorced;72796
2011Q2;Greve;Total;47932
2011Q2;Greve;Never married;19469
2011Q2;Greve;Married/separated;22218
2011Q2;Greve;Widowed;2297
2011Q2;Greve;Divorced;3948
2011Q2;Køge;Total;57215
2011Q2;Køge;Never married;24966
2011Q2;Køge;Married/separated;24341
2011Q2;Køge;Widowed;2978
2011Q2;Køge;Divorced;4930
2011Q2;Lejre;Total;26750
2011Q2;Lejre;Never married;10769
2011Q2;Lejre;Married/separated;12806
2011Q2;Lejre;Widowed;1334
2011Q2;Lejre;Divorced;1841
2011Q2;Roskilde;Total;82625
2011Q2;Roskilde;Never married;37812
2011Q2;Roskilde;Married/separated;33674
2011Q2;Roskilde;Widowed;4235
2011Q2;Roskilde;Divorced;6904
2011Q2;Solrød;Total;21003
2011Q2;Solrød;Never married;8630
2011Q2;Solrød;Married/separated;9759
2011Q2;Solrød;Widowed;965
2011Q2;Solrød;Divorced;1649
2011Q2;Faxe;Total;35259
2011Q2;Faxe;Never married;14733
2011Q2;Faxe;Married/separated;15356
2011Q2;Faxe;Widowed;2097
2011Q2;Faxe;Divorced;3073
2011Q2;Guldborgsund;Total;62296
2011Q2;Guldborgsund;Never married;25699
2011Q2;Guldborgsund;Married/separated;25814
2011Q2;Guldborgsund;Widowed;4715
2011Q2;Guldborgsund;Divorced;6068
2011Q2;Holbæk;Total;69548
2011Q2;Holbæk;Never married;31032
2011Q2;Holbæk;Married/separated;28744
2011Q2;Holbæk;Widowed;3915
2011Q2;Holbæk;Divorced;5857
2011Q2;Kalundborg;Total;49050
2011Q2;Kalundborg;Never married;21154
2011Q2;Kalundborg;Married/separated;20094
2011Q2;Kalundborg;Widowed;3246
2011Q2;Kalundborg;Divorced;4556
2011Q2;Lolland;Total;45986
2011Q2;Lolland;Never married;18827
2011Q2;Lolland;Married/separated;18616
2011Q2;Lolland;Widowed;3864
2011Q2;Lolland;Divorced;4679
2011Q2;Næstved;Total;80856
2011Q2;Næstved;Never married;35895
2011Q2;Næstved;Married/separated;32735
2011Q2;Næstved;Widowed;4847
2011Q2;Næstved;Divorced;7379
2011Q2;Odsherred;Total;32795
2011Q2;Odsherred;Never married;12651
2011Q2;Odsherred;Married/separated;14477
2011Q2;Odsherred;Widowed;2400
2011Q2;Odsherred;Divorced;3267
2011Q2;Ringsted;Total;32880
2011Q2;Ringsted;Never married;14705
2011Q2;Ringsted;Married/separated;13765
2011Q2;Ringsted;Widowed;1709
2011Q2;Ringsted;Divorced;2701
2011Q2;Slagelse;Total;77455
2011Q2;Slagelse;Never married;35367
2011Q2;Slagelse;Married/separated;30245
2011Q2;Slagelse;Widowed;4723
2011Q2;Slagelse;Divorced;7120
2011Q2;Sorø;Total;29437
2011Q2;Sorø;Never married;12803
2011Q2;Sorø;Married/separated;12397
2011Q2;Sorø;Widowed;1782
2011Q2;Sorø;Divorced;2455
2011Q2;Stevns;Total;21874
2011Q2;Stevns;Never married;8616
2011Q2;Stevns;Married/separated;10002
2011Q2;Stevns;Widowed;1388
2011Q2;Stevns;Divorced;1868
2011Q2;Vordingborg;Total;46110
2011Q2;Vordingborg;Never married;19052
2011Q2;Vordingborg;Married/separated;19142
2011Q2;Vordingborg;Widowed;3415
2011Q2;Vordingborg;Divorced;4501
2011Q2;Region Syddanmark;Total;1200858
2011Q2;Region Syddanmark;Never married;544442
2011Q2;Region Syddanmark;Married/separated;491318
2011Q2;Region Syddanmark;Widowed;70698
2011Q2;Region Syddanmark;Divorced;94400
2011Q2;Assens;Total;41631
2011Q2;Assens;Never married;17843
2011Q2;Assens;Married/separated;17971
2011Q2;Assens;Widowed;2643
2011Q2;Assens;Divorced;3174
2011Q2;Faaborg-Midtfyn;Total;51691
2011Q2;Faaborg-Midtfyn;Never married;21702
2011Q2;Faaborg-Midtfyn;Married/separated;22587
2011Q2;Faaborg-Midtfyn;Widowed;3405
2011Q2;Faaborg-Midtfyn;Divorced;3997
2011Q2;Kerteminde;Total;23708
2011Q2;Kerteminde;Never married;9762
2011Q2;Kerteminde;Married/separated;10469
2011Q2;Kerteminde;Widowed;1571
2011Q2;Kerteminde;Divorced;1906
2011Q2;Langeland;Total;13243
2011Q2;Langeland;Never married;4854
2011Q2;Langeland;Married/separated;5931
2011Q2;Langeland;Widowed;1191
2011Q2;Langeland;Divorced;1267
2011Q2;Middelfart;Total;37692
2011Q2;Middelfart;Never married;15795
2011Q2;Middelfart;Married/separated;16595
2011Q2;Middelfart;Widowed;2363
2011Q2;Middelfart;Divorced;2939
2011Q2;Nordfyns;Total;29437
2011Q2;Nordfyns;Never married;12544
2011Q2;Nordfyns;Married/separated;13032
2011Q2;Nordfyns;Widowed;1741
2011Q2;Nordfyns;Divorced;2120
2011Q2;Nyborg;Total;31581
2011Q2;Nyborg;Never married;13354
2011Q2;Nyborg;Married/separated;13484
2011Q2;Nyborg;Widowed;2025
2011Q2;Nyborg;Divorced;2718
2011Q2;Odense;Total;190448
2011Q2;Odense;Never married;97672
2011Q2;Odense;Married/separated;67056
2011Q2;Odense;Widowed;9993
2011Q2;Odense;Divorced;15727
2011Q2;Svendborg;Total;58733
2011Q2;Svendborg;Never married;26041
2011Q2;Svendborg;Married/separated;23951
2011Q2;Svendborg;Widowed;3676
2011Q2;Svendborg;Divorced;5065
2011Q2;Ærø;Total;6658
2011Q2;Ærø;Never married;2466
2011Q2;Ærø;Married/separated;2953
2011Q2;Ærø;Widowed;648
2011Q2;Ærø;Divorced;591
2011Q2;Billund;Total;26234
2011Q2;Billund;Never married;11637
2011Q2;Billund;Married/separated;11304
2011Q2;Billund;Widowed;1546
2011Q2;Billund;Divorced;1747
2011Q2;Esbjerg;Total;115169
2011Q2;Esbjerg;Never married;53990
2011Q2;Esbjerg;Married/separated;45760
2011Q2;Esbjerg;Widowed;6213
2011Q2;Esbjerg;Divorced;9206
2011Q2;Fanø;Total;3210
2011Q2;Fanø;Never married;1146
2011Q2;Fanø;Married/separated;1498
2011Q2;Fanø;Widowed;260
2011Q2;Fanø;Divorced;306
2011Q2;Fredericia;Total;50139
2011Q2;Fredericia;Never married;22587
2011Q2;Fredericia;Married/separated;20139
2011Q2;Fredericia;Widowed;2885
2011Q2;Fredericia;Divorced;4528
2011Q2;Haderslev;Total;56122
2011Q2;Haderslev;Never married;24839
2011Q2;Haderslev;Married/separated;23264
2011Q2;Haderslev;Widowed;3530
2011Q2;Haderslev;Divorced;4489
2011Q2;Kolding;Total;89185
2011Q2;Kolding;Never married;42066
2011Q2;Kolding;Married/separated;35588
2011Q2;Kolding;Widowed;4639
2011Q2;Kolding;Divorced;6892
2011Q2;Sønderborg;Total;76259
2011Q2;Sønderborg;Never married;32974
2011Q2;Sønderborg;Married/separated;32614
2011Q2;Sønderborg;Widowed;4744
2011Q2;Sønderborg;Divorced;5927
2011Q2;Tønder;Total;39446
2011Q2;Tønder;Never married;16891
2011Q2;Tønder;Married/separated;16925
2011Q2;Tønder;Widowed;2730
2011Q2;Tønder;Divorced;2900
2011Q2;Varde;Total;50355
2011Q2;Varde;Never married;22150
2011Q2;Varde;Married/separated;22128
2011Q2;Varde;Widowed;2979
2011Q2;Varde;Divorced;3098
2011Q2;Vejen;Total;42806
2011Q2;Vejen;Never married;19378
2011Q2;Vejen;Married/separated;17943
2011Q2;Vejen;Widowed;2526
2011Q2;Vejen;Divorced;2959
2011Q2;Vejle;Total;107346
2011Q2;Vejle;Never married;49338
2011Q2;Vejle;Married/separated;44415
2011Q2;Vejle;Widowed;5692
2011Q2;Vejle;Divorced;7901
2011Q2;Aabenraa;Total;59765
2011Q2;Aabenraa;Never married;25413
2011Q2;Aabenraa;Married/separated;25711
2011Q2;Aabenraa;Widowed;3698
2011Q2;Aabenraa;Divorced;4943
2011Q2;Region Midtjylland;Total;1262115
2011Q2;Region Midtjylland;Never married;605270
2011Q2;Region Midtjylland;Married/separated;501413
2011Q2;Region Midtjylland;Widowed;65625
2011Q2;Region Midtjylland;Divorced;89807
2011Q2;Favrskov;Total;46922
2011Q2;Favrskov;Never married;20961
2011Q2;Favrskov;Married/separated;20970
2011Q2;Favrskov;Widowed;2150
2011Q2;Favrskov;Divorced;2841
2011Q2;Hedensted;Total;46031
2011Q2;Hedensted;Never married;20055
2011Q2;Hedensted;Married/separated;20496
2011Q2;Hedensted;Widowed;2600
2011Q2;Hedensted;Divorced;2880
2011Q2;Horsens;Total;83077
2011Q2;Horsens;Never married;39252
2011Q2;Horsens;Married/separated;33020
2011Q2;Horsens;Widowed;4313
2011Q2;Horsens;Divorced;6492
2011Q2;Norddjurs;Total;37939
2011Q2;Norddjurs;Never married;16580
2011Q2;Norddjurs;Married/separated;15586
2011Q2;Norddjurs;Widowed;2601
2011Q2;Norddjurs;Divorced;3172
2011Q2;Odder;Total;21838
2011Q2;Odder;Never married;9208
2011Q2;Odder;Married/separated;9799
2011Q2;Odder;Widowed;1282
2011Q2;Odder;Divorced;1549
2011Q2;Randers;Total;95402
2011Q2;Randers;Never married;44808
2011Q2;Randers;Married/separated;37347
2011Q2;Randers;Widowed;5539
2011Q2;Randers;Divorced;7708
2011Q2;Samsø;Total;3866
2011Q2;Samsø;Never married;1386
2011Q2;Samsø;Married/separated;1704
2011Q2;Samsø;Widowed;383
2011Q2;Samsø;Divorced;393
2011Q2;Silkeborg;Total;89050
2011Q2;Silkeborg;Never married;40895
2011Q2;Silkeborg;Married/separated;37102
2011Q2;Silkeborg;Widowed;4453
2011Q2;Silkeborg;Divorced;6600
2011Q2;Skanderborg;Total;57790
2011Q2;Skanderborg;Never married;25849
2011Q2;Skanderborg;Married/separated;25722
2011Q2;Skanderborg;Widowed;2513
2011Q2;Skanderborg;Divorced;3706
2011Q2;Syddjurs;Total;41768
2011Q2;Syddjurs;Never married;17469
2011Q2;Syddjurs;Married/separated;18516
2011Q2;Syddjurs;Widowed;2535
2011Q2;Syddjurs;Divorced;3248
2011Q2;Aarhus;Total;311235
2011Q2;Aarhus;Never married;175538
2011Q2;Aarhus;Married/separated;99857
2011Q2;Aarhus;Widowed;12742
2011Q2;Aarhus;Divorced;23098
2011Q2;Herning;Total;85905
2011Q2;Herning;Never married;40025
2011Q2;Herning;Married/separated;35806
2011Q2;Herning;Widowed;4525
2011Q2;Herning;Divorced;5549
2011Q2;Holstebro;Total;57213
2011Q2;Holstebro;Never married;26595
2011Q2;Holstebro;Married/separated;23693
2011Q2;Holstebro;Widowed;3207
2011Q2;Holstebro;Divorced;3718
2011Q2;Ikast-Brande;Total;40609
2011Q2;Ikast-Brande;Never married;18268
2011Q2;Ikast-Brande;Married/separated;17450
2011Q2;Ikast-Brande;Widowed;2160
2011Q2;Ikast-Brande;Divorced;2731
2011Q2;Lemvig;Total;21545
2011Q2;Lemvig;Never married;9035
2011Q2;Lemvig;Married/separated;9731
2011Q2;Lemvig;Widowed;1478
2011Q2;Lemvig;Divorced;1301
2011Q2;Ringkøbing-Skjern;Total;58081
2011Q2;Ringkøbing-Skjern;Never married;25497
2011Q2;Ringkøbing-Skjern;Married/separated;25573
2011Q2;Ringkøbing-Skjern;Widowed;3491
2011Q2;Ringkøbing-Skjern;Divorced;3520
2011Q2;Skive;Total;47940
2011Q2;Skive;Never married;21382
2011Q2;Skive;Married/separated;20359
2011Q2;Skive;Widowed;3040
2011Q2;Skive;Divorced;3159
2011Q2;Struer;Total;22254
2011Q2;Struer;Never married;9246
2011Q2;Struer;Married/separated;10058
2011Q2;Struer;Widowed;1414
2011Q2;Struer;Divorced;1536
2011Q2;Viborg;Total;93650
2011Q2;Viborg;Never married;43221
2011Q2;Viborg;Married/separated;38624
2011Q2;Viborg;Widowed;5199
2011Q2;Viborg;Divorced;6606
2011Q2;Region Nordjylland;Total;579787
2011Q2;Region Nordjylland;Never married;266686
2011Q2;Region Nordjylland;Married/separated;234923
2011Q2;Region Nordjylland;Widowed;36009
2011Q2;Region Nordjylland;Divorced;42169
2011Q2;Brønderslev;Total;35784
2011Q2;Brønderslev;Never married;15791
2011Q2;Brønderslev;Married/separated;15285
2011Q2;Brønderslev;Widowed;2312
2011Q2;Brønderslev;Divorced;2396
2011Q2;Frederikshavn;Total;61532
2011Q2;Frederikshavn;Never married;25566
2011Q2;Frederikshavn;Married/separated;26511
2011Q2;Frederikshavn;Widowed;4452
2011Q2;Frederikshavn;Divorced;5003
2011Q2;Hjørring;Total;66444
2011Q2;Hjørring;Never married;29574
2011Q2;Hjørring;Married/separated;27501
2011Q2;Hjørring;Widowed;4304
2011Q2;Hjørring;Divorced;5065
2011Q2;Jammerbugt;Total;38726
2011Q2;Jammerbugt;Never married;16485
2011Q2;Jammerbugt;Married/separated;17236
2011Q2;Jammerbugt;Widowed;2514
2011Q2;Jammerbugt;Divorced;2491
2011Q2;Læsø;Total;1939
2011Q2;Læsø;Never married;673
2011Q2;Læsø;Married/separated;891
2011Q2;Læsø;Widowed;202
2011Q2;Læsø;Divorced;173
2011Q2;Mariagerfjord;Total;42570
2011Q2;Mariagerfjord;Never married;18803
2011Q2;Mariagerfjord;Married/separated;18029
2011Q2;Mariagerfjord;Widowed;2604
2011Q2;Mariagerfjord;Divorced;3134
2011Q2;Morsø;Total;21519
2011Q2;Morsø;Never married;9337
2011Q2;Morsø;Married/separated;9148
2011Q2;Morsø;Widowed;1565
2011Q2;Morsø;Divorced;1469
2011Q2;Rebild;Total;28958
2011Q2;Rebild;Never married;12859
2011Q2;Rebild;Married/separated;12650
2011Q2;Rebild;Widowed;1631
2011Q2;Rebild;Divorced;1818
2011Q2;Thisted;Total;45103
2011Q2;Thisted;Never married;19532
2011Q2;Thisted;Married/separated;19610
2011Q2;Thisted;Widowed;3073
2011Q2;Thisted;Divorced;2888
2011Q2;Vesthimmerlands;Total;37775
2011Q2;Vesthimmerlands;Never married;16893
2011Q2;Vesthimmerlands;Married/separated;15690
2011Q2;Vesthimmerlands;Widowed;2586
2011Q2;Vesthimmerlands;Divorced;2606
2011Q2;Aalborg;Total;199437
2011Q2;Aalborg;Never married;101173
2011Q2;Aalborg;Married/separated;72372
2011Q2;Aalborg;Widowed;10766
2011Q2;Aalborg;Divorced;15126
2011Q3;All Denmark;Total;5566856
2011Q3;All Denmark;Never married;2627295
2011Q3;All Denmark;Married/separated;2178670
2011Q3;All Denmark;Widowed;305786
2011Q3;All Denmark;Divorced;455105
2011Q3;Region Hovedstaden;Total;1704043
2011Q3;Region Hovedstaden;Never married;858266
2011Q3;Region Hovedstaden;Married/separated;606982
2011Q3;Region Hovedstaden;Widowed;83983
2011Q3;Region Hovedstaden;Divorced;154812
2011Q3;Copenhagen;Total;541989
2011Q3;Copenhagen;Never married;337628
2011Q3;Copenhagen;Married/separated;135713
2011Q3;Copenhagen;Widowed;18584
2011Q3;Copenhagen;Divorced;50064
2011Q3;Frederiksberg;Total;99157
2011Q3;Frederiksberg;Never married;55994
2011Q3;Frederiksberg;Married/separated;28453
2011Q3;Frederiksberg;Widowed;5176
2011Q3;Frederiksberg;Divorced;9534
2011Q3;Dragør;Total;13741
2011Q3;Dragør;Never married;5237
2011Q3;Dragør;Married/separated;6645
2011Q3;Dragør;Widowed;862
2011Q3;Dragør;Divorced;997
2011Q3;Tårnby;Total;41014
2011Q3;Tårnby;Never married;17760
2011Q3;Tårnby;Married/separated;16898
2011Q3;Tårnby;Widowed;2600
2011Q3;Tårnby;Divorced;3756
2011Q3;Albertslund;Total;27715
2011Q3;Albertslund;Never married;13421
2011Q3;Albertslund;Married/separated;10724
2011Q3;Albertslund;Widowed;1075
2011Q3;Albertslund;Divorced;2495
2011Q3;Ballerup;Total;47981
2011Q3;Ballerup;Never married;21552
2011Q3;Ballerup;Married/separated;19251
2011Q3;Ballerup;Widowed;2689
2011Q3;Ballerup;Divorced;4489
2011Q3;Brøndby;Total;34026
2011Q3;Brøndby;Never married;14716
2011Q3;Brøndby;Married/separated;13839
2011Q3;Brøndby;Widowed;2099
2011Q3;Brøndby;Divorced;3372
2011Q3;Gentofte;Total;72041
2011Q3;Gentofte;Never married;33444
2011Q3;Gentofte;Married/separated;28211
2011Q3;Gentofte;Widowed;4129
2011Q3;Gentofte;Divorced;6257
2011Q3;Gladsaxe;Total;65069
2011Q3;Gladsaxe;Never married;31154
2011Q3;Gladsaxe;Married/separated;24348
2011Q3;Gladsaxe;Widowed;3639
2011Q3;Gladsaxe;Divorced;5928
2011Q3;Glostrup;Total;21532
2011Q3;Glostrup;Never married;9985
2011Q3;Glostrup;Married/separated;8052
2011Q3;Glostrup;Widowed;1377
2011Q3;Glostrup;Divorced;2118
2011Q3;Herlev;Total;26533
2011Q3;Herlev;Never married;11723
2011Q3;Herlev;Married/separated;10651
2011Q3;Herlev;Widowed;1680
2011Q3;Herlev;Divorced;2479
2011Q3;Hvidovre;Total;50297
2011Q3;Hvidovre;Never married;23426
2011Q3;Hvidovre;Married/separated;19346
2011Q3;Hvidovre;Widowed;2844
2011Q3;Hvidovre;Divorced;4681
2011Q3;Høje-Taastrup;Total;47881
2011Q3;Høje-Taastrup;Never married;21599
2011Q3;Høje-Taastrup;Married/separated;19912
2011Q3;Høje-Taastrup;Widowed;2195
2011Q3;Høje-Taastrup;Divorced;4175
2011Q3;Ishøj;Total;21013
2011Q3;Ishøj;Never married;9618
2011Q3;Ishøj;Married/separated;8599
2011Q3;Ishøj;Widowed;902
2011Q3;Ishøj;Divorced;1894
2011Q3;Lyngby-Taarbæk;Total;52807
2011Q3;Lyngby-Taarbæk;Never married;24522
2011Q3;Lyngby-Taarbæk;Married/separated;20132
2011Q3;Lyngby-Taarbæk;Widowed;3452
2011Q3;Lyngby-Taarbæk;Divorced;4701
2011Q3;Rødovre;Total;36620
2011Q3;Rødovre;Never married;16787
2011Q3;Rødovre;Married/separated;13838
2011Q3;Rødovre;Widowed;2350
2011Q3;Rødovre;Divorced;3645
2011Q3;Vallensbæk;Total;14526
2011Q3;Vallensbæk;Never married;6100
2011Q3;Vallensbæk;Married/separated;6700
2011Q3;Vallensbæk;Widowed;660
2011Q3;Vallensbæk;Divorced;1066
2011Q3;Allerød;Total;24105
2011Q3;Allerød;Never married;9790
2011Q3;Allerød;Married/separated;11607
2011Q3;Allerød;Widowed;1076
2011Q3;Allerød;Divorced;1632
2011Q3;Egedal;Total;41765
2011Q3;Egedal;Never married;17306
2011Q3;Egedal;Married/separated;20181
2011Q3;Egedal;Widowed;1614
2011Q3;Egedal;Divorced;2664
2011Q3;Fredensborg;Total;39495
2011Q3;Fredensborg;Never married;16554
2011Q3;Fredensborg;Married/separated;17299
2011Q3;Fredensborg;Widowed;1919
2011Q3;Fredensborg;Divorced;3723
2011Q3;Frederikssund;Total;44422
